Version,Release Date,New OS Supported,Release Notes 
2.17.0,2024-11-13,"RHEL 8.10,9.4",`2.17.0 Release Notes <https://github.com/xcat2/xcat-core/wiki/XCAT_2.17_Release_Notes>`_
